Years,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
"Global.cp total import to from[OilCrop, INDIA, MALAINDO]",482.639903391,188.0072719,1208.53344331,762.422801049,1003.13872276,633.331210519,949.363012902,547.036813507,690.955264032,726.428475389,497.700568674,538.861294838,541.208927975,536.672437462,533.008364997,532.01742739,533.783975247,538.523040728,544.717333282,552.177893065,560.400659879,568.51881041,576.450406419,582.700744117,587.504169135,592.256061824,597.883663003,604.602606007,611.864116066,640.247816944
"Global.cp total import to from[OilCrop, INDIA, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSASIA, CAN]",8.46295169117,23.8921327292,30.3393284592,57.271105134,56.3494487442,70.192293667,66.675339712,50.8782794116,58.5030172817,54.6687613656,57.3119439825,57.3183941822,59.3142110389,60.9743785513,62.2343706183,63.1700320824,63.4265903837,63.0649577627,62.386151354,61.6268486978,60.8093867467,60.6716773871,60.7834652368,60.9769094998,61.2062052441,61.4970147929,61.8296648667,62.2493012892,62.7458015656,64.0679604814
"Global.cp total import to from[OilCrop, RSASIA, USA]",803.978505784,879.305668728,762.006273938,724.609894928,805.950604045,920.482617186,904.814140338,699.775943343,798.086316867,689.806420019,690.673245328,670.83256125,665.680166718,660.534570414,654.667489928,648.939871245,642.974369055,639.067358199,636.739292299,636.00394991,636.444302251,656.44031471,672.387170376,685.50117986,697.65683527,710.339408711,723.941934662,739.217772346,755.937738077,780.876736082
"Global.cp total import to from[OilCrop, RSASIA, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSASIA, Brazil]",560.303965204,472.574730849,422.455480434,558.028386281,616.315727756,741.678158405,655.113501709,623.16515705,716.274675119,683.913386899,692.817055313,703.132280886,728.991980442,750.144533057,767.492639319,783.393780933,797.624995905,813.031646385,828.697429964,845.011091145,861.573735022,885.273124983,903.691122081,919.94592678,936.947767708,956.035993365,977.156890101,1001.04177823,1027.06194607,1068.00779469
"Global.cp total import to from[OilCrop, RSASIA, SOAmer]",509.305467367,392.295696124,292.931767135,417.309396896,365.244642242,359.925955234,344.719869924,378.316558303,348.404916267,293.341093747,325.649593048,340.250970054,353.985056132,362.760076592,368.559214168,373.409082452,377.512562746,382.249692984,387.093630489,392.283946207,397.726876731,407.996248009,414.657390484,420.05431631,425.805241595,432.324927067,439.545022386,447.852851031,456.99262783,472.114390941
"Global.cp total import to from[OilCrop, RSASIA, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSASIA, EU27]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSASIA, OthCEECIS]",0,0,0,0,0,0,0,6.91738092881,2.85587875246,0,0,0,2.49292239961,4.72039973308,7.22778431691,9.71005314069,11.3578657463,14.1668020614,16.1560073872,17.3410424432,19.3232457789,20.5818336738,21.2008785699,21.5253140259,20.7273928193,20.3180629749,20.3428054305,20.033281305,20.0864554327,20.8101837282
"Global.cp total import to from[OilCrop, RSASIA, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSASIA, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSASIA, Russia]",0,0,0,0,0,0,0,5.03440122382,3.21822281537,0,0,0,1.19493715784,3.13871596986,4.71055899915,6.120368813,7.43442039223,8.72477787187,10.0099957493,11.301851563,12.6080479608,14.023092315,15.357004239,16.7018642017,18.1411235764,19.6577806054,21.2411667694,22.9176478018,24.6861757025,27.0820144594
"Global.cp total import to from[OilCrop, RSASIA, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSASIA, INDIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSASIA, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSASIA, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSASIA, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSASIA, RSEASIA]",0,105.360995039,26.2759285635,14.3328565552,11.0299574306,0,0,0.327855924117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSASIA, MALAINDO]",780.30494789,687.631218205,532.800552834,608.240090824,579.096275165,700.833676226,493.116055736,570.342767664,600.659066705,559.690712222,528.28817648,493.07028014,467.800360221,450.286650408,437.338755844,426.936301334,417.43156447,409.870693768,403.84552915,399.313105136,395.856403776,396.567487361,397.639930225,400.020847348,403.365773746,407.189819225,411.638014812,417.351311266,424.110106759,434.517216112
"Global.cp total import to from[OilCrop, RSASIA, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, EASIA, CAN]",6.55982480886,19.28298076,23.2141414357,39.4273939079,37.8544840273,46.7105147276,43.04888436,42.6124372648,42.7891438472,40.8048180387,38.4114778388,37.8969278142,38.7524232008,39.1339415159,39.0484183614,38.6460854018,37.8109617316,36.6170186913,35.1973647481,33.7041375896,32.231442728,31.5576803882,30.9542161755,30.2767557843,29.6509933565,29.151130097,28.6654108817,28.1644960863,27.6264456667,27.1465995855
"Global.cp total import to from[OilCrop, EASIA, USA]",623.181880328,709.67437208,583.049207626,498.846315085,541.422231229,612.54896514,584.192588489,586.08818596,583.720837004,514.872200278,462.901416585,443.531147581,434.916339359,423.937428506,410.765462563,397.007645208,383.301058998,371.057751093,359.239104097,347.834833165,337.341308227,341.439936024,342.415782719,340.370674452,337.975832764,336.718726691,335.633276621,334.456702725,332.832991647,330.869718979
"Global.cp total import to from[OilCrop, EASIA, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, EASIA, Brazil]",434.304245797,381.407953233,323.241870243,384.165888649,414.029141226,493.56085592,422.973553635,521.923824223,523.883750477,510.473634476,464.338235928,464.886598321,476.280561458,481.449962798,481.556628141,479.263694557,475.494079279,472.065566179,467.539110447,462.142242911,456.669043745,460.464710019,460.208220111,456.779105211,453.898945783,453.185080834,453.028555322,452.918131789,452.206687003,452.531651373
"Global.cp total import to from[OilCrop, EASIA, SOAmer]",394.774159424,316.61595247,224.136782804,287.29010789,245.364378604,239.518125915,222.568132102,316.854083773,254.823576149,218.950085106,218.256113078,224.962102215,231.273053485,232.822899699,231.249295893,228.443754333,225.049351965,221.943289099,218.392630548,214.54272572,210.811385126,212.214590872,211.165889503,208.568818187,206.278895078,204.932877401,203.781448514,202.629581519,201.209988363,200.042271256
"Global.cp total import to from[OilCrop, EASIA, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, EASIA, EU27]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, EASIA, OthCEECIS]",0,0,0,0,0,0,0,5.79356189467,2.0887915261,0,0,0,1.62872913834,3.02959786512,4.53501084736,5.94040450132,6.77084838529,8.22558318092,9.11498581877,9.48393261709,10.2421044342,10.705405831,10.7966299027,10.6879256638,10.0412659849,9.63127233238,9.43131225776,9.06399367101,8.84389641701,8.81760119607
"Global.cp total import to from[OilCrop, EASIA, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, EASIA, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, EASIA, Russia]",0,0,0,0,0,0,0,4.21649687837,2.35381020292,0,0,0,0.780701785085,2.01445804152,2.95559956159,3.744311789,4.4319359317,5.06581413427,5.64749489862,6.1810585507,6.68277707606,7.29395138538,7.82061416161,8.29294675191,8.78836275665,9.31828189997,9.84780969399,10.3690160123,10.8691143431,11.4750742332
"Global.cp total import to from[OilCrop, EASIA, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, EASIA, INDIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, EASIA, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, EASIA, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, EASIA, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, EASIA, RSEASIA]",0,85.035273461,20.1050304342,9.86723025349,7.40971485408,0,0,0.274591439803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, EASIA, MALAINDO]",604.831971449,554.976807676,407.672417902,418.733348962,389.025823447,466.380282574,318.380021027,477.683123084,439.322421348,417.753706132,354.068073306,326.000912629,305.633291166,288.998295041,274.404425307,261.190571202,248.846561265,237.980700966,227.84380961,218.387019963,209.819958553,206.270051487,202.499681653,198.621635683,195.408224213,193.018204775,190.843227997,188.829257989,186.732092486,184.111758673
"Global.cp total import to from[OilCrop, EASIA, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Japan, CAN]",18.7325356535,52.7723647519,67.2962705688,104.217022232,103.705656216,123.220115034,117.64090294,115.851112667,116.305330268,107.321884308,102.023748176,100.180992594,101.942742066,102.630603883,102.682902249,102.347718947,100.949865452,98.4314423755,95.3665041497,92.1364498556,88.7806008288,86.5425319835,84.6632565856,82.6628235539,80.4834107652,78.2518470409,76.0805205242,74.0199797351,72.0485723871,69.7253310836
"Global.cp total import to from[OilCrop, Japan, USA]",1779.58667068,1942.18908812,1690.22133944,1318.58264918,1483.27336173,1615.87502061,1596.43959704,1593.40729662,1586.61376761,1354.1796623,1229.50066525,1172.48001814,1144.09785355,1111.7958634,1080.16128718,1051.4086089,1023.35906207,997.452849795,973.35064022,950.870396216,929.197128452,936.351348398,936.545610038,929.29378582,917.387402508,903.871040648,890.800222469,878.995962936,868.014010228,849.830220123
"Global.cp total import to from[OilCrop, Japan, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Japan, Brazil]",1240.21906162,1043.81163254,937.056940888,1015.45197361,1134.2688954,1301.99005079,1155.87178412,1418.96262324,1423.97036124,1342.61087232,1233.31696452,1228.9334136,1252.91123542,1262.62519203,1266.31587782,1269.25005217,1269.50125382,1268.9753627,1266.78718238,1263.35069327,1257.88201371,1262.76017134,1258.7211513,1247.11679303,1232.0442307,1216.5075422,1202.37761264,1190.32809371,1179.33543155,1162.31571171
"Global.cp total import to from[OilCrop, Japan, SOAmer]",1127.33513957,866.49324282,649.757804818,759.383682086,672.197087057,631.837418192,608.218224826,861.436249942,692.636905517,575.866694976,579.704504265,594.690071094,608.390580278,610.589014758,608.10014443,604.995225795,600.849615046,596.61323757,591.730143904,586.491941461,580.674020427,581.968883391,577.562416176,569.443025516,559.914767279,550.111646537,540.853879268,532.537044931,524.746924974,513.803342112
"Global.cp total import to from[OilCrop, Japan, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Japan, EU27]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Japan, OthCEECIS]",0,0,0,0,0,0,0,15.7510491041,5.67755197841,0,0,0,4.28456082824,7.94526302169,11.9254017212,15.7321716809,18.0771977805,22.1114674491,24.6968583907,25.9260715301,28.2115880786,29.3580806679,29.5299949618,29.1806070504,27.2555905682,25.8537095082,25.0315318611,23.8213609713,23.0644983749,22.6477780697
"Global.cp total import to from[OilCrop, Japan, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Japan, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Japan, Russia]",0,0,0,0,0,0,0,11.4634572973,6.3979002248,0,0,0,2.05372655783,5.28301104589,7.77213402246,9.91618599006,11.8326357096,13.6175857528,15.3017661845,16.8970586978,18.4075211595,20.002643201,21.3902577816,22.6417387312,23.8547626784,25.0135335232,26.1369526722,27.2511303859,28.3461789106,29.4734280661
"Global.cp total import to from[OilCrop, Japan, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Japan, INDIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Japan, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Japan, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Japan, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Japan, RSEASIA]",0,232.718816852,58.2831620823,26.081697337,20.299559248,0,0,0.746536125883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, Japan, MALAINDO]",1727.18583189,1518.82319896,1181.81555043,1106.82290693,1065.77012849,1230.28899175,870.046081531,1298.68472361,1194.12389955,1098.74561569,940.431193507,861.787403294,804.003806597,757.911633537,721.582178303,691.719714823,664.384763768,639.723945061,617.337910668,597.001025778,577.943163867,565.666814181,553.859364716,542.28482541,530.407874946,518.128490592,506.514704584,496.26798956,486.989200305,472.886237165
"Global.cp total import to from[OilCrop, Japan, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSEASIA, CAN]",0.328986525839,0,0,0,0,11.6097166949,27.6366501681,0,1.17162117608,8.37760714529,6.7112442355,9.42951248927,15.8012724273,23.0198847511,31.7597201773,40.408801661,48.2513504135,55.0454271248,60.6918169845,65.2117139539,68.5866287406,70.0430083324,69.6050623594,67.4899944283,64.5455107674,61.8069529083,59.6364607899,57.9786920575,56.6662023078,57.7487068993
"Global.cp total import to from[OilCrop, RSEASIA, USA]",57.923811296,0,0,0,0,373.483824939,851.009631238,0,35.9797626076,235.526533544,178.482678379,242.416967144,388.496019548,545.40674883,729.9474415,906.365876029,1067.51949435,1217.06477027,1351.41299347,1468.21576251,1566.09569957,1653.42511905,1679.88088434,1655.24742645,1604.98929403,1557.37812158,1523.18945817,1501.88308129,1489.20106834,1535.37233186
"Global.cp total import to from[OilCrop, RSEASIA, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSEASIA, Brazil]",0,0,0,0,0,3.45794892554,2.90066556483,0,1.68590788223,7.92906834878,6.1540758435,8.77998318357,14.7468316002,21.5088311481,29.7490957866,38.0651130888,46.0955685585,53.9175577021,61.2659430495,67.9678525219,73.8848595019,77.7155644795,78.689757531,77.4196150725,75.1236465705,73.0518888278,71.654267324,70.8830712383,70.5164055937,73.1867491682
"Global.cp total import to from[OilCrop, RSEASIA, SOAmer]",25.413005182,0,0,0,0,81.5117207979,164.428463858,0,8.06723791763,50.3476007529,42.3265921011,62.0927403804,104.64912834,152.004005592,208.754961533,265.106610347,318.742817628,370.324367209,418.041507721,460.885817774,498.166533861,523.122014178,527.357651155,516.318181215,498.656206497,482.503938258,470.779651795,463.195283144,458.29158128,472.545465945
"Global.cp total import to from[OilCrop, RSEASIA, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSEASIA, EU27]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSEASIA, OthCEECIS]",0,0,0,0,0,0,0,0,0.08949430867,0,0,0,0.629681885833,1.67663119503,3.45464042479,5.81389360619,8.09597406617,11.561785621,14.693122628,17.1684141381,20.3740723798,22.1116223853,22.5917751547,22.217885031,20.3825997331,19.0418888851,18.2966743558,17.399420878,16.9158206535,17.4915185108
"Global.cp total import to from[OilCrop, RSEASIA, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSEASIA, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSEASIA, Russia]",0,0,0,0,0,0,0,0,0.0912024631169,0,0,0,0.309077862068,1.11478332375,2.2551744884,3.67224644268,5.30350929933,7.13806804973,9.12155369274,11.1933607522,13.2983451347,15.0043114815,16.1562385796,16.8748235816,17.3871080819,17.8969034819,18.5107838272,19.247897136,20.0717319624,21.9576697839
"Global.cp total import to from[OilCrop, RSEASIA, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSEASIA, INDIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSEASIA, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSEASIA, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSEASIA, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSEASIA, RSEASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, RSEASIA, MALAINDO]",0,0,0,0,0,0,0,0,0.0610514755116,0.433250452823,0.310535577607,0.404860153948,0.619343035095,0.842430683984,1.10400977895,1.34938040558,1.56782549936,1.76539540854,1.93817133018,2.0841691154,2.20209256186,2.25796548978,2.24577935876,2.183627029,2.0979239531,2.01835599017,1.95814872604,1.91711964674,1.88899497568,1.93162090817
"Global.cp total import to from[OilCrop, RSEASIA, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, CAN]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, USA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, Brazil]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, SOAmer]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, EU27]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, OthCEECIS]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, Russia]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, INDIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, RSEASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, MALAINDO]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, MALAINDO, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, OCEANIA, CAN]",0.648340860333,1.90796032826,2.30607986726,9.32325959114,10.7846253515,9.5857974038,8.25837103826,10.5493247776,10.3777050303,9.605408416,10.0158096543,10.654801172,11.3508854257,11.7278048447,11.997778725,12.1714440529,12.2006697054,12.165321067,12.1193079138,12.0344761822,11.9154052929,11.8097671724,11.5529645267,11.2353975623,10.98677231,10.836397513,10.7360281421,10.6614823735,10.6019291992,10.4881989354
"Global.cp total import to from[OilCrop, OCEANIA, USA]",61.5922358003,70.2189440917,57.9197832086,117.960464303,154.249518144,125.705535766,112.069783579,145.094601925,141.570550888,121.200338671,120.701746928,124.699717461,127.390370204,127.047142079,126.20928925,125.036114059,123.681847919,123.27701265,123.694752388,124.198698273,124.70923016,127.776379575,127.798984432,126.308111518,125.232348078,125.169005811,125.704400963,126.606356807,127.728042006,127.832858897
"Global.cp total import to from[OilCrop, OCEANIA, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.cp total import to from[OilCrop, OCEANIA, Brazil]",42.9244982253,37.7385245937,32.1106671676,90.8423801559,117.955621044,101.287138429,81.1419993158,129.209786727,127.058186816,120.164921213,121.076398201,130.70384747,139.506271791,144.282711822,147.960150768,150.94235766,153.430273722,156.834974077,160.985076064,165.013562513,168.822624134,172.318781024,171.762360632,169.506101702,168.186080956,168.463235098,169.672339224,171.44914164,173.538910392,174.837440292
